ID,lat,lon
sn40,-40.326108856330734,145.36016998874592
sn20,-40.48332736084198,145.4748579273004
sn06,-40.5951368304295,145.55758314047014
ss05,-40.67965554868403,145.61934369022848
ss20,-40.79752355737404,145.70661961847182
ss30,-40.87579916370609,145.76482147701702
ss40,-40.9542330320781,145.82320347517899
swxt,-40.70635994287298,145.43567429452474
sext,-40.86051073345828,145.93621606865358
